tic_id,label,sector,baseline_days,n_cadences,status,period,depth,depth_ppm,duration_hr,transit_count,SDE,SNR,FAP,t0,rp_rs,phase_coverage,flat_bottom_score,phase_folded_std,ingress_egress_asym,secondary_depth,secondary_ratio,odd_depth,even_depth,odd_even_ratio,centroid_proxy,stellar_Teff,stellar_logg,stellar_rad,stellar_mass,stellar_dist_pc,stellar_metallicity,tess_mag,hz_in_zone,hz_proximity,rms,rms_raw,skewness,kurtosis,autocorr_lag1,autocorr_lag10,flux_range,flux_percentile_5,flux_percentile_95,above_3sigma_frac,below_3sigma_frac,tsf_mean,tsf_variance,tsf_abs_energy,tsf_mean_abs_change,tsf_maximum,tsf_minimum,tsf_median,tsf_fft_coeff_0_real,tsf_fft_coeff_0_abs,tsf_fft_coeff_1_real,tsf_fft_coeff_1_abs,tsf_fft_coeff_2_real,tsf_fft_coeff_2_abs,tsf_fft_coeff_3_real,tsf_fft_coeff_3_abs,tsf_fft_coeff_4_real,tsf_fft_coeff_4_abs,tsf_fft_coeff_5_real,tsf_fft_coeff_5_abs,tsf_fft_coeff_6_real,tsf_fft_coeff_6_abs,tsf_fft_coeff_7_real,tsf_fft_coeff_7_abs,tsf_fft_coeff_8_real,tsf_fft_coeff_8_abs,tsf_fft_coeff_9_real,tsf_fft_coeff_9_abs
SYN_0000,-1,-1,27.880674144442537,17127,done,6.843962496127309,0.0003593819350984,359.38193509843506,3.332031452468816,4,6.4228905907044505,6.836804206611435,0.025210084,1326.750719614136,0.0170484644473002,0.0202857107898279,0.8677228892494007,0.0001275287746057,-3.551084551867145e-05,9.515142719829228e-05,0.2824828119949828,0.0008156989722961,0.0002619310584467,3.114174306525757,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0008632241126647,0.0031737522547303,0.0241641353845741,-0.0180223924665425,0.0309598003055056,0.0206515090380237,0.0067321566894775,0.9985809791202216,1.001424481748649,0.0015180708822327,0.000875810124365,1.0000031737171329,1.626358835243559e-08,200.0012727415852,0.0001198518527808,1.0004029999571336,0.9995602874973522,1.0000172407983494,200.00063474342653,200.00063474342653,0.0006836993689108,0.0007778140167141,-0.0008338044863421,0.0011744175320733,-0.0013295347871401,0.0017804893655866,-0.0004281131453269,0.000450074867062,0.0023263581171549,0.0028386447802477,-0.0032729852921133,0.0037324437285167,0.0013034916099102,0.0018515667054321,-0.0020659842761924,0.0024195637157517,0.0012193995573081,0.0025039310683695
SYN_0001,-1,-1,27.88010810747278,18148,done,4.937069550031628,0.0003644095177001,364.409517700115,1.844237417279279,6,16.459554789950374,13.955836191760213,8.0032e-05,1328.1391382714585,0.0171673002373689,0.0155645418686633,1.71968451616025,6.512168767665614e-05,-0.0001192945736711,3.296020847032288e-05,0.1282286524189979,0.0002803828787395,0.0003610207108561,0.7766393182116542,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0004118747707995,0.0010390428385503,0.0291786397594002,0.0977362421424037,0.0452997842149454,0.0273409815213337,0.0037410538396315,0.9993238738413406,1.0006786345999426,0.0021489971346704,0.0012122547939166,1.000001798826199,4.240834205855948e-09,200.00072037929368,5.0913270512186075e-05,1.000166389473225,0.999608673515904,1.0000057476580153,200.00035976523984,200.00035976523984,0.0001832451890656,0.0004693238492834,-0.0003263031936991,0.000790240004376,0.0003746482003141,0.0003754312111838,-0.0004540939558384,0.0014987660444348,0.0001484028438545,0.0009141230924177,-0.0007156444133013,0.000784778713049,-0.0021067715162563,0.0022503727262193,-0.0008892841651829,0.0008925555705132,0.0014223824457403,0.0014274045241364
SYN_0002,-1,-1,27.88002124610125,17670,done,1.4308797055329758,0.0062281277390933,6228.127739093315,0.5130470774264224,20,25.05213378604257,17.51471674443883,8.0032e-05,1325.9879353410363,0.0709718134824785,0.0149397335616495,,0.0018864842189615,0.0010630897023584,0.0003920943265682,0.0420244688181741,0.0086068973681981,0.0080479435081163,1.0694530049220807,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.003943792083323,0.0051440750927165,-0.0660148782618067,-0.0513738924290452,0.0496099133474861,0.0227206247977764,0.0264179054528526,0.9934076323098924,1.0063836728793856,0.0003395585738539,0.0011318619128466,0.9996531083107176,3.5588227083909505e-06,199.86197915559748,0.0005423561504569,1.0014824309531387,0.9884102287592054,1.0000059414002704,199.9306216621435,199.9306216621435,0.0721318792209905,0.0721477233564849,-0.0855801808332115,0.0857285556855315,0.0767417176999527,0.0778680191449036,-0.0763382440722114,0.07737021146591,0.0733322125305614,0.0769691597177992,-0.0703478490481369,0.073113282049367,0.061553502907179,0.0667531371975692,-0.054376004781111,0.0576525828487826,0.0532411410376984,0.0624543356719503
SYN_0003,-1,-1,27.880727352525582,18209,done,1.8425680921853151,0.0019855310570089,1985.531057008938,1.0415086061441372,15,18.791708294923865,20.70496798479824,8.0032e-05,1326.546778196721,0.0400724124848502,0.0235520153131512,0.9838779284332648,0.0003438253863614,-4.128618873222578e-06,0.0,0.0,0.0018589760999858,0.0017791137804786,1.0448888207058342,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0017626302946285,0.0018044030023493,-0.0180560073808713,-0.1592123257424069,0.0376648989233789,0.0234256570590632,0.0110670757207933,0.9970723185023028,1.0029160148406588,0.0002745894887143,0.0004393431819429,0.999991028603262,1.1821589630660017e-07,199.9964351005812,0.0002156356961501,1.0007336397541775,0.9978480110745926,1.0000209951173336,199.9982057206524,199.9982057206524,0.0042818168156568,0.0043537221551986,-0.0061872936906288,0.0063754136588992,0.0089718348718425,0.0089893455027119,-0.0106523670522275,0.0106562050809366,0.0157189852946074,0.0157757700796733,-0.0080753064362252,0.008560470253873,0.0103636567196463,0.0108343040889709,-0.0118469015603438,0.0119080836813324,0.0133606035403876,0.0133872435112256
SYN_0004,-1,-1,27.88063249243191,17426,done,6.492334626450585,0.0001352663152821,135.26631528215648,1.665033591988809,5,5.100261003003557,6.745396537535659,,1326.6783807220256,0.0104592845111147,0.0106858940054556,,4.167440549758193e-05,2.059577149193803e-05,1.8514343785858145e-06,0.0149517346695827,8.685451452150605e-05,0.0001358335882028,0.639418539042142,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0002639078197583,0.0006866667567655,0.047432304558722,-0.0307945605968753,0.0982411774379437,0.0357884898091267,0.0017858628226924,0.9995698923038964,1.0004402340255618,0.0012624813497073,0.000803397222541,1.0000018067584626,1.7367560735768863e-09,200.00072305138912,4.429648020564053e-05,1.0001240871488342,0.9998658747176676,1.0000035437554693,200.00036135169253,200.00036135169253,0.0001806282219855,0.000261711060037,-4.439340326391075e-05,8.347591153279469e-05,-0.000324377774945,0.0003254101857412,-2.4909950667716032e-05,0.0002125502931019,0.0005398816650778,0.0006958774126571,-0.0003402844668813,0.0003410153545745,-9.571928227281162e-05,0.0002328107976762,-0.0001760815590084,0.0001937239015789,0.0008203167628562,0.0010436682187687
SYN_0005,-1,-1,27.690583692433847,17010,done,3.37343140340732,0.0071528509229732,7152.850922973242,0.6906856292979523,8,26.62496470298707,10.175118495447183,8.0032e-05,1327.0432523395357,0.0760583209383076,0.0085309480010018,,0.0014674938805574,,0.0,0.0,,0.0096542227921874,,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0035786496192363,0.0044500839555224,-0.0294817427836453,-0.0629469248328171,0.0375208356416957,-0.001327345195207,0.0229602792745269,0.9940100619652014,1.0059450317651366,0.000352733686067,0.0005291005291005,0.9997918403029192,2.153538289473593e-06,199.9171754949174,0.0005546417503118,1.0010919546550892,0.9900332112986696,1.0000194649877925,199.9583680605838,199.9583680605838,0.0436147868068529,0.0436199955255289,-0.0461684789398103,0.0462512926887585,0.0457261667939181,0.0461170139080052,-0.0486037758305126,0.0487463466400267,0.0429470521260564,0.0429759821659897,-0.0418833354942452,0.0418834287973491,0.0405932945472543,0.0406339596775323,-0.0469223516362617,0.0469225606918955,0.0407870768846814,0.0408910939232755
SYN_0008,-1,-1,27.88098423294491,17781,done,0.98093933013954,0.0050133324993359,5013.332499335998,0.4706519677594823,28,29.89915943439266,76.90226160232325,8.0032e-05,1326.1048184720817,0.063675212279489,0.0199915510104539,6.9373470579762,0.0008127223348428,7.409633932753401e-06,0.0002957915928676,0.0536492759746004,0.0053270747618807,0.005120399166279,1.04036318046506,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0013140748833585,0.0029644822020605,-1.477910564080498,6.86422816546426,0.4581543286566238,0.2447984377068619,0.0157904109582331,0.9980280432687534,1.001719361875523,0.0013497553568415,0.0162533040886339,0.9998605033263618,6.605175935524724e-07,199.94433732592785,0.0001688225491393,1.000298136525308,0.9935311327307388,0.9999841636959476,199.97210066527236,199.97210066527236,0.0231563735561241,0.0231656983327763,-0.0247087554658611,0.0248422857000289,0.0243760367901187,0.0244020985515354,-0.0303512780928553,0.0318137883569684,0.026285289463022,0.0263494971356216,-0.0300445508193467,0.0302627508240372,0.0221870590309745,0.0227962212344015,-0.0242472859966656,0.024434542166312,0.0250181367444359,0.0256060011818552
SYN_0009,-1,-1,27.880026094566578,17570,done,4.085195178984048,0.0023301841140873,2330.1841140873635,2.153468820040229,7,16.608009874562367,26.265413489164377,8.0032e-05,1327.6949656093668,0.0434112474166333,0.0219641568078004,0.8611587096207083,0.0005154319237452,-0.0002271788508156,0.0,0.0,0.0025098177117667,0.0021553874613493,1.1644392281077482,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0009878344247274,0.0012301277121876,-0.1576612251925226,0.0996888432030655,0.1744563419045582,0.1468273059011645,0.0064890811714878,0.9982819669618388,1.0015615104975597,0.0003984063745019,0.0007968127490039,0.999909765009076,2.65670068015681e-07,199.96396076611467,0.0001432799739363,1.0004269777698271,0.9975228890059994,1.0000111755420384,199.98195300181516,199.98195300181516,0.0166531554376409,0.0166584175264736,-0.0190104394158684,0.0190110498354855,0.0222164124794278,0.0223696305813137,-0.0188277972790006,0.0190276612166303,0.0245225016512806,0.0248407836827514,-0.0203820719124921,0.0205084375479505,0.018895203140421,0.0196624761067529,-0.0254390049963022,0.026263103777603,0.0150943998116559,0.0155207264928763
SYN_0010,-1,-1,27.880655831608465,17095,done,2.18368155292474,0.0004970198231052,497.01982310523806,0.5698273009462118,13,9.672323096958374,7.60743287248714,8.0032e-05,1326.4589276101176,0.0200490593778451,0.0108728327050672,,0.0001834260513029,0.0013430943760643,0.0001110017204132,0.0876067523307242,0.0005489582323908,0.0008970527099896,0.6119576099348297,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0007840332904898,0.0025499481517886,0.0238093021403051,0.0383730218918088,0.0510221403796055,0.0366806687079651,0.0066242689859628,0.9987054924870844,1.0013096033426598,0.0015209125475285,0.0015209125475285,0.9999916549583396,3.2299311644740185e-08,199.99666845712608,0.0001163919919709,1.0002594619346872,0.9980614075505,1.0000032665613927,199.9983309916679,199.9983309916679,0.0030029537047998,0.0030296944052617,-0.0050522323813313,0.0050668584954243,0.0013768524423936,0.0021979178428127,-0.0045355223594098,0.0047225095291459,0.0014428670016272,0.0028643908361257,-0.0037253850832502,0.0046238656448917,0.0029457648577275,0.0045338222926575,-0.0011353722892326,0.0014085728441947,0.0021217755707636,0.0021855725792616
SYN_0012,-1,-1,27.880026094566578,17439,done,4.085195178984048,0.0022829112712902,2282.911271290211,1.9386962296540504,7,17.116029556951986,23.845621722119773,8.0032e-05,1327.6990439962708,0.0429686454365966,0.019773598574795,1.200900875976233,0.0004973091030792,-8.024765919723009e-05,0.0,0.0,0.002446040174198,0.0020946667743585,1.1677466813054893,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0009632591028633,0.0020777849078117,-0.1036818403179038,0.0474316673511818,0.1327194700060729,0.1035146830601777,0.0062816852522188,0.9983721032944204,1.0015469661762526,0.0004587419003383,0.0008601410631343,0.9999194688268968,2.473163440054807e-07,199.96783829108145,0.0001427894777681,1.0004693589726374,0.9975096340188806,1.000010558407296,199.98389376537935,199.98389376537935,0.0168056503307425,0.0168086489774003,-0.0182063937850798,0.0182069425549612,0.0200509491821148,0.0202278057615834,-0.020836350551403,0.0211057829866565,0.0208367033337152,0.0211267675400621,-0.0200045535409754,0.0202206817196353,0.0205787185949416,0.0215136343929137,-0.0207872928452045,0.0215469046653611,0.0169645230555086,0.0178933038097911
