tic_id,label,source
394177315,0,nasa_confirmed
346250894,0,nasa_confirmed
52198580,0,nasa_confirmed
252479260,0,nasa_confirmed
350810559,0,nasa_confirmed
121215333,0,nasa_confirmed
270858032,0,nasa_confirmed
144503312,0,nasa_confirmed
11749208,0,nasa_confirmed
271877680,0,nasa_confirmed
158725179,0,nasa_confirmed
357014373,0,nasa_confirmed
122515955,0,nasa_confirmed
121214185,0,nasa_confirmed
158935283,0,nasa_confirmed
411839167,0,nasa_confirmed
159019691,0,nasa_confirmed
27642556,0,nasa_confirmed
164411478,0,nasa_confirmed
240184288,0,nasa_confirmed
118586897,0,nasa_confirmed
18277196,0,nasa_confirmed
220022156,0,nasa_confirmed
251095345,0,nasa_confirmed
270790652,0,nasa_confirmed
184417747,0,nasa_confirmed
283722336,0,nasa_confirmed
406948151,0,nasa_confirmed
27532128,0,nasa_confirmed
419015728,0,nasa_confirmed
267667295,0,nasa_confirmed
12973036,0,nasa_confirmed
113329742,0,nasa_confirmed
120495446,0,nasa_confirmed
159304134,0,nasa_confirmed
144730053,0,nasa_confirmed
4205424,0,nasa_confirmed
284907742,0,nasa_confirmed
146322354,0,nasa_confirmed
456863621,0,nasa_confirmed
301051051,0,nasa_confirmed
436933294,0,nasa_confirmed
178155732,0,nasa_confirmed
35725282,0,nasa_confirmed
424864368,0,nasa_confirmed
120826158,0,nasa_confirmed
99734092,0,nasa_confirmed
138219758,0,nasa_confirmed
169082553,0,nasa_confirmed
273778951,0,nasa_confirmed
50227884,0,nasa_confirmed
14770122,0,nasa_confirmed
351063265,0,nasa_confirmed
271346509,0,nasa_confirmed
150096001,0,nasa_confirmed
301132473,0,nasa_confirmed
121284864,0,nasa_confirmed
325554331,0,nasa_confirmed
121276638,0,nasa_confirmed
172608008,0,nasa_confirmed
318093199,0,nasa_confirmed
452006073,0,nasa_confirmed
122442545,0,nasa_confirmed
230127302,0,nasa_confirmed
159511543,0,nasa_confirmed
268148971,0,nasa_confirmed
158731243,0,nasa_confirmed
741119,0,nasa_confirmed
172373693,0,nasa_confirmed
270788519,0,nasa_confirmed
231019255,0,nasa_confirmed
122376177,0,nasa_confirmed
299033092,0,nasa_confirmed
169457234,0,nasa_confirmed
280437559,0,nasa_confirmed
28229515,0,nasa_confirmed
440955228,0,nasa_confirmed
158664221,0,nasa_confirmed
80224448,0,nasa_confirmed
137099260,0,nasa_confirmed
80611440,0,nasa_confirmed
399955825,0,nasa_confirmed
344627954,0,nasa_confirmed
294329732,0,nasa_confirmed
275571034,0,nasa_confirmed
138890353,0,nasa_confirmed
63204017,0,nasa_confirmed
14156936,0,nasa_confirmed
71582156,0,nasa_confirmed
380589029,0,nasa_confirmed
139106731,0,nasa_confirmed
121943923,0,nasa_confirmed
18121498,0,nasa_confirmed
9006668,0,nasa_confirmed
26054627,0,nasa_confirmed
159050004,0,nasa_confirmed
284441182,0,nasa_confirmed
268935452,0,nasa_confirmed
271762145,0,nasa_confirmed
290742484,0,nasa_confirmed
381856447,0,nasa_confirmed
26817004,0,nasa_confirmed
53498154,0,nasa_confirmed
458582777,0,nasa_confirmed
423088367,0,nasa_confirmed
48237215,0,nasa_confirmed
49831913,0,nasa_confirmed
443055162,0,nasa_confirmed
440489582,0,nasa_confirmed
374859347,0,nasa_confirmed
36021583,0,nasa_confirmed
158268972,0,nasa_confirmed
351803452,0,nasa_confirmed
123313142,0,nasa_confirmed
138431008,0,nasa_confirmed
274126997,0,nasa_confirmed
36853511,0,nasa_confirmed
40292751,0,nasa_confirmed
158324044,0,nasa_confirmed
164556761,0,nasa_confirmed
273773509,0,nasa_confirmed
272601375,0,nasa_confirmed
27006192,0,nasa_confirmed
12666215,0,nasa_confirmed
43605290,0,nasa_confirmed
271164596,0,nasa_confirmed
158839043,0,nasa_confirmed
16005254,0,nasa_confirmed
27233725,0,nasa_confirmed
168811794,0,nasa_confirmed
393633044,0,nasa_confirmed
447842929,0,nasa_confirmed
260647166,0,nasa_confirmed
434094657,0,nasa_confirmed
350348197,0,nasa_confirmed
7059054,0,nasa_confirmed
297373047,0,nasa_confirmed
139754153,0,nasa_confirmed
90090343,0,nasa_confirmed
232606278,0,nasa_confirmed
273694712,0,nasa_confirmed
27913951,0,nasa_confirmed
66560666,0,nasa_confirmed
389315309,0,nasa_confirmed
458494003,0,nasa_confirmed
172598832,0,nasa_confirmed
425997655,0,nasa_confirmed
158278132,0,nasa_confirmed
63070427,0,nasa_confirmed
1003831,0,nasa_confirmed
249022743,0,nasa_confirmed
272282253,0,nasa_confirmed
111947706,0,nasa_confirmed
184299435,0,nasa_confirmed
299096355,0,nasa_confirmed
363478257,0,nasa_confirmed
219016883,0,nasa_confirmed
199444169,0,nasa_confirmed
120689253,0,nasa_confirmed
159174926,0,nasa_confirmed
98591691,0,nasa_confirmed
246965431,0,nasa_confirmed
399702475,0,nasa_confirmed
121603086,0,nasa_confirmed
27235573,0,nasa_confirmed
423358488,0,nasa_confirmed
14635562,0,nasa_confirmed
158393923,0,nasa_confirmed
1101862696,0,nasa_confirmed
298969838,0,nasa_confirmed
138430034,0,nasa_confirmed
188876052,0,nasa_confirmed
63074840,0,nasa_confirmed
371621238,0,nasa_confirmed
271352188,0,nasa_confirmed
169178161,0,nasa_confirmed
270781284,0,nasa_confirmed
363445121,0,nasa_confirmed
26547036,0,nasa_confirmed
270617362,0,nasa_confirmed
37533318,0,nasa_confirmed
161173454,0,nasa_confirmed
275493574,0,nasa_confirmed
100990000,0,nasa_confirmed
87422071,0,nasa_confirmed
281886199,0,nasa_confirmed
184088195,0,nasa_confirmed
189625051,0,nasa_confirmed
114299824,0,nasa_confirmed
269263219,0,nasa_confirmed
71528173,0,nasa_confirmed
10195089,0,nasa_confirmed
399870368,0,nasa_confirmed
63289452,0,nasa_confirmed
124279525,0,nasa_confirmed
159221689,0,nasa_confirmed
377293776,0,nasa_confirmed
120578185,0,nasa_confirmed
127530399,0,nasa_confirmed
399956098,0,nasa_confirmed
260969020,0,nasa_confirmed
123357864,0,nasa_confirmed
258349590,0,nasa_confirmed
445805961,0,nasa_confirmed
250956593,0,nasa_confirmed
284680749,0,nasa_confirmed
255480497,0,nasa_confirmed
167714124,0,nasa_confirmed
159439931,0,nasa_confirmed
128902569,0,nasa_confirmed
351534793,0,nasa_confirmed
11561667,0,nasa_confirmed
148680230,0,nasa_confirmed
63122176,0,nasa_confirmed
175236511,0,nasa_confirmed
291090078,0,nasa_confirmed
267365022,0,nasa_confirmed
123450224,0,nasa_confirmed
130150682,0,nasa_confirmed
706595,0,nasa_confirmed
393965778,0,nasa_confirmed
158428960,0,nasa_confirmed
158936201,0,nasa_confirmed
144622139,0,nasa_confirmed
299087968,0,nasa_confirmed
137637249,0,nasa_confirmed
275573429,0,nasa_confirmed
399794186,0,nasa_confirmed
7422496,0,nasa_confirmed
468574941,0,nasa_confirmed
458478250,0,nasa_confirmed
377780790,0,nasa_confirmed
294301883,0,nasa_confirmed
250595183,0,nasa_confirmed
291466351,0,nasa_confirmed
405485269,0,nasa_confirmed
449145115,0,nasa_confirmed
63362772,0,nasa_confirmed
269271535,0,nasa_confirmed
137348756,0,nasa_confirmed
257870150,0,nasa_confirmed
27187450,0,nasa_confirmed
352402781,0,nasa_confirmed
61397572,0,nasa_confirmed
27644083,0,nasa_confirmed
202425357,0,nasa_confirmed
350810590,0,nasa_confirmed
271046092,0,nasa_confirmed
268704766,0,nasa_confirmed
271545939,0,nasa_confirmed
399821831,0,nasa_confirmed
288421619,0,nasa_confirmed
417676802,0,nasa_confirmed
267672183,0,nasa_confirmed
1309019,0,nasa_confirmed
63004906,0,nasa_confirmed
86130229,0,nasa_confirmed
158923465,0,nasa_confirmed
137411225,0,nasa_confirmed
32820141,0,nasa_confirmed
172372582,0,nasa_confirmed
137342279,0,nasa_confirmed
272708868,0,nasa_confirmed
305739565,0,nasa_confirmed
137548225,0,nasa_confirmed
349520724,0,nasa_confirmed
158272257,0,nasa_confirmed
123206821,0,nasa_confirmed
164831457,0,nasa_confirmed
162802770,0,nasa_confirmed
288631580,0,nasa_confirmed
246902275,0,nasa_confirmed
138099276,0,nasa_confirmed
15692883,0,nasa_confirmed
632528291,0,nasa_confirmed
158487108,0,nasa_confirmed
376353509,0,nasa_confirmed
234523599,0,nasa_confirmed
148563075,0,nasa_confirmed
73416947,0,nasa_confirmed
416283848,0,nasa_confirmed
123126460,0,nasa_confirmed
24108819,0,nasa_confirmed
267673944,0,nasa_confirmed
26416803,0,nasa_confirmed
137548281,0,nasa_confirmed
272489533,0,nasa_confirmed
390021939,0,nasa_confirmed
122780849,0,nasa_confirmed
271260980,0,nasa_confirmed
35857242,0,nasa_confirmed
122596334,0,nasa_confirmed
268612417,0,nasa_confirmed
274367763,0,nasa_confirmed
298892283,0,nasa_confirmed
270956861,0,nasa_confirmed
352012126,0,nasa_confirmed
302368715,0,nasa_confirmed
271767300,0,nasa_confirmed
352593978,0,nasa_confirmed
405719849,0,nasa_confirmed
271966200,0,nasa_confirmed
406095880,0,nasa_confirmed
10930507,0,nasa_confirmed
68061731,0,nasa_confirmed
160301040,0,nasa_confirmed
123416515,0,nasa_confirmed
179317684,0,nasa_confirmed
159226202,0,nasa_confirmed
158434144,0,nasa_confirmed
405717552,0,nasa_confirmed
120424814,0,nasa_confirmed
273502299,0,nasa_confirmed
366568760,0,nasa_confirmed
63564248,0,nasa_confirmed
48217265,0,nasa_confirmed
123416753,0,nasa_confirmed
121460918,0,nasa_confirmed
268634769,0,nasa_confirmed
49427341,0,nasa_confirmed
158394286,0,nasa_confirmed
120578889,0,nasa_confirmed
159579593,0,nasa_confirmed
23270430,0,nasa_confirmed
267667467,0,nasa_confirmed
243271716,0,nasa_confirmed
121123737,0,nasa_confirmed
444037742,0,nasa_confirmed
137410211,0,nasa_confirmed
139158696,0,nasa_confirmed
164460208,0,nasa_confirmed
121108727,0,nasa_confirmed
27911400,0,nasa_confirmed
156942082,0,nasa_confirmed
271970692,0,nasa_confirmed
437011608,0,nasa_confirmed
272716728,0,nasa_confirmed
26538999,0,nasa_confirmed
271759028,0,nasa_confirmed
100389539,0,nasa_confirmed
441797545,0,nasa_confirmed
159175206,0,nasa_confirmed
5882269,0,nasa_confirmed
270862497,0,nasa_confirmed
443616612,0,nasa_confirmed
380255458,0,nasa_confirmed
344988456,0,nasa_confirmed
134245358,0,nasa_confirmed
158218591,0,nasa_confirmed
137340986,0,nasa_confirmed
73717937,0,nasa_confirmed
274626553,0,nasa_confirmed
11782681,0,nasa_confirmed
26541175,0,nasa_confirmed
269237357,0,nasa_confirmed
77031414,0,nasa_confirmed
164786172,0,nasa_confirmed
415276070,0,nasa_confirmed
399637637,0,nasa_confirmed
417655835,0,nasa_confirmed
28364164,0,nasa_confirmed
219854185,0,nasa_confirmed
271165895,0,nasa_confirmed
171879024,0,nasa_confirmed
378159769,0,nasa_confirmed
27073220,0,nasa_confirmed
333459486,0,nasa_confirmed
164455792,0,nasa_confirmed
176220787,0,nasa_confirmed
239227652,0,nasa_confirmed
394172692,0,nasa_confirmed
158169713,0,nasa_confirmed
217831699,0,nasa_confirmed
248250955,0,nasa_confirmed
422685031,0,nasa_confirmed
120610833,0,nasa_confirmed
137547023,0,nasa_confirmed
63214717,0,nasa_confirmed
437261733,0,nasa_confirmed
14344979,0,nasa_confirmed
73448352,0,nasa_confirmed
369455629,0,nasa_confirmed
229137615,0,nasa_confirmed
332660150,0,nasa_confirmed
137555411,0,nasa_confirmed
26416742,0,nasa_confirmed
120765800,0,nasa_confirmed
112243062,0,nasa_confirmed
19631691,0,nasa_confirmed
158559018,0,nasa_confirmed
165796397,0,nasa_confirmed
399860218,0,nasa_confirmed
351190880,0,nasa_confirmed
123447451,0,nasa_confirmed
238608004,0,nasa_confirmed
137634508,0,nasa_confirmed
373765355,0,nasa_confirmed
137483383,0,nasa_confirmed
471016687,0,nasa_confirmed
138636741,0,nasa_confirmed
348437470,0,nasa_confirmed
393831507,0,nasa_confirmed
121734006,0,nasa_confirmed
122713147,0,nasa_confirmed
121333541,0,nasa_confirmed
26078330,0,nasa_confirmed
120686458,0,nasa_confirmed
122298563,0,nasa_confirmed
267746315,0,nasa_confirmed
184300256,0,nasa_confirmed
158172348,0,nasa_confirmed
311133118,0,nasa_confirmed
11613065,0,nasa_confirmed
1425441246,0,nasa_confirmed
123231917,0,nasa_confirmed
96847781,0,nasa_confirmed
164725204,0,nasa_confirmed
164779321,0,nasa_confirmed
309694541,0,nasa_confirmed
273373488,0,nasa_confirmed
169175503,0,nasa_confirmed
351057636,0,nasa_confirmed
379084450,0,nasa_confirmed
158218178,0,nasa_confirmed
388857263,0,nasa_confirmed
428673146,0,nasa_confirmed
27187218,0,nasa_confirmed
138764379,0,nasa_confirmed
270854411,0,nasa_confirmed
370133522,0,nasa_confirmed
55525572,0,nasa_confirmed
435279748,0,nasa_confirmed
158989909,0,nasa_confirmed
159449041,0,nasa_confirmed
9030096,0,nasa_confirmed
271959909,0,nasa_confirmed
105999792,0,nasa_confirmed
227642705,0,nasa_confirmed
27390527,0,nasa_confirmed
237929468,0,nasa_confirmed
432254760,0,nasa_confirmed
26817284,0,nasa_confirmed
202426247,0,nasa_confirmed
29781292,0,nasa_confirmed
63282889,0,nasa_confirmed
270863576,0,nasa_confirmed
159177065,0,nasa_confirmed
352012975,0,nasa_confirmed
63130782,0,nasa_confirmed
242961495,0,nasa_confirmed
197246627,0,nasa_confirmed
114018671,0,nasa_confirmed
192826603,0,nasa_confirmed
231836962,0,nasa_confirmed
129979528,0,nasa_confirmed
407591082,0,nasa_confirmed
271898990,0,nasa_confirmed
164522394,0,nasa_confirmed
123129877,0,nasa_confirmed
420130591,0,nasa_confirmed
230741378,0,nasa_confirmed
159642390,0,nasa_confirmed
270779644,0,nasa_confirmed
165722603,0,nasa_confirmed
122298677,0,nasa_confirmed
271262203,0,nasa_confirmed
280803137,0,nasa_confirmed
26370518,0,nasa_confirmed
243085377,0,nasa_confirmed
155315739,0,nasa_confirmed
50175254,0,nasa_confirmed
8154501,0,nasa_confirmed
434398831,0,nasa_confirmed
272840455,0,nasa_confirmed
272484980,0,nasa_confirmed
48217852,0,nasa_confirmed
270619473,0,nasa_confirmed
305837711,0,nasa_confirmed
437034879,0,nasa_confirmed
158322296,0,nasa_confirmed
321285788,0,nasa_confirmed
170729775,0,nasa_confirmed
142589416,0,nasa_confirmed
48304653,0,nasa_confirmed
298837729,0,nasa_confirmed
454248975,0,nasa_confirmed
158269049,0,nasa_confirmed
88228576,0,nasa_confirmed
428679607,0,nasa_confirmed
62999585,0,nasa_confirmed
422349422,0,nasa_confirmed
857186,0,nasa_confirmed
38828280,0,nasa_confirmed
417676990,0,nasa_confirmed
288144647,0,nasa_confirmed
121944984,0,nasa_confirmed
468350765,0,nasa_confirmed
122136712,0,nasa_confirmed
7244844,0,nasa_confirmed
304142124,0,nasa_confirmed
44792534,0,nasa_confirmed
271351820,0,nasa_confirmed
